01,59,0.010419171303510666,3000.18, 3000.22, 3000.27, 3000.18, 3000.22, 3000.27
01,59,0.12617092579603195,3000.74, 3000.74, 3000.97, 3000.74, 3000.74, 3000.97
01,59,0.2650660462677479,3000.14, 3000.46, 3000.54, 3000.14, 3000.46, 3000.54
01,59,0.38892030715942383,3000.8, 3000.02, 3000.4, 3000.8, 3000.02, 3000.4
01,59,0.5162437446415424,3000.09, 3000.23, 3000.92, 3000.09, 3000.23, 3000.92
01,59,0.6493530236184597,3001.0, 3000.74, 3000.9, 3001.0, 3000.74, 3000.9
01,59,0.7743597961962223,3000.75, 3000.94, 3000.65, 3000.75, 3000.94, 3000.65
01,59,0.9144074283540249,3000.95, 3000.87, 3000.29, 3000.95, 3000.87, 3000.29
01,59,1.0313116945326328,3000.06, 3000.28, 3000.67, 3000.06, 3000.28, 3000.67
02,00,1.1794734746217728,3000.59, 3000.42, 3000.19, 3000.59, 3000.42, 3000.19
02,00,1.2824893929064274,3000.27, 3000.34, 3000.24, 3000.27, 3000.34, 3000.24
02,00,1.4190678484737873,3000.7, 3000.09, 3000.63, 3000.7, 3000.09, 3000.63
02,00,1.5498604625463486,3000.71, 3000.15, 3000.46, 3000.71, 3000.15, 3000.46
02,00,1.6864505596458912,3000.21, 3000.58, 3000.54, 3000.21, 3000.58, 3000.54
02,00,1.8033548258244991,3000.49, 3000.71, 3000.42, 3000.49, 3000.71, 3000.42
02,00,1.961924135684967,3000.63, 3000.33, 3000.09, 3000.63, 3000.33, 3000.09
02,00,2.1135550923645496,3000.31, 3000.75, 3000.92, 3000.31, 3000.75, 3000.92
02,01,2.239714376628399,3000.48, 3000.99, 3000.39, 3000.48, 3000.99, 3000.39
02,01,2.38209031522274,3000.75, 3000.13, 3000.53, 3000.75, 3000.13, 3000.53
02,01,2.489727921783924,3000.37, 3000.84, 3000.41, 3000.37, 3000.84, 3000.41
02,01,2.6216846890747547,3000.37, 3000.14, 3000.26, 3000.37, 3000.14, 3000.26
02,01,2.7443747967481613,3000.14, 3000.55, 3000.17, 3000.14, 3000.55, 3000.17
02,01,2.8798007406294346,3000.08, 3000.11, 3000.17, 3000.08, 3000.11, 3000.17
02,01,2.9990216717123985,3000.78, 3000.06, 3000.62, 3000.78, 3000.06, 3000.62
02,01,3.1425501219928265,3000.81, 3000.48, 3000.98, 3000.81, 3000.48, 3000.98
02,01,3.2687094062566757,3000.71, 3000.78, 3000.28, 3000.71, 3000.78, 3000.28
02,02,3.399502020329237,3000.61, 3000.33, 3000.55, 3000.61, 3000.33, 3000.55
02,02,3.5326112993061543,3000.94, 3000.18, 3000.7, 3000.94, 3000.18, 3000.7
02,02,3.669201396405697,3000.57, 3000.06, 3000.25, 3000.57, 3000.06, 3000.25
02,02,3.7918915040791035,3000.3, 3000.19, 3000.04, 3000.3, 3000.19, 3000.04
02,02,3.916898276656866,3000.75, 3000.06, 3000.09, 3000.75, 3000.06, 3000.09
02,02,4.043057560920715,3000.72, 3000.61, 3000.33, 3000.72, 3000.61, 3000.33
02,02,4.171545151621103,3000.06, 3000.12, 3000.84, 3000.06, 3000.12, 3000.84
02,02,4.333583638072014,3000.74, 3000.82, 3000.23, 3000.74, 3000.82, 3000.23
02,02,4.449335392564535,3000.59, 3000.75, 3000.56, 3000.59, 3000.75, 3000.56
02,03,4.57781134173274,3000.14, 3000.85, 3000.95, 3000.14, 3000.85, 3000.95
02,03,4.705134779214859,3000.34, 3000.46, 3000.17, 3000.34, 3000.46, 3000.17
02,03,4.83709154650569,3000.69, 3000.9, 3000.64, 3000.69, 3000.9, 3000.64
02,03,4.955148324370384,3000.45, 3000.62, 3000.81, 3000.45, 3000.62, 3000.81
02,03,5.07900258526206,3000.14, 3000.89, 3000.1, 3000.14, 3000.89, 3000.1
02,03,5.195906851440668,3000.33, 3000.01, 3000.96, 3000.33, 3000.01, 3000.96
